username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
myheart_broken_|2018-06-17 15:51|0|2|"If the war budget is created for the Mujahideen, Iran will definitely fall apart. Because the Mojahedin will not have enough people power to take control of the country. http://T.me/Semahos"||||"1008346410083848193"|https://twitter.com/myheart_broken_/status/1008346410083848193
Tbastis|2018-06-17 15:51|0|0|"What an idiot. They are already in pentagon budget no money is saved by suspending"||||"1008346303493885952"|https://twitter.com/Tbastis/status/1008346303493885952
cdellas|2018-06-17 15:45|0|0|"45 IS A LIAR YOU WANT TO INCREASE MILITARY BUDGET & UPDATE IT FOR WHAT IF THEY DON’T PRACTICE & PREPARE WE MUST HAVE MILITARY EXERCISES W OUR ALLIES TO PROTECT OUR COUNTRY CHINA WANTS THEM STOPPED SO THEY CAN DOMINATE AREA RUSSIA & CHINA ARE TAKING OVER"||||"1008344999799525377"|https://twitter.com/cdellas/status/1008344999799525377
Bennythesnitch|2018-06-17 15:45|0|0|".Donald Trump’s a lying spammer. When he tells you how great he made the economy he counts on your ignorance. With unemployment, GDP, stock market and the budget you should be thanking President Obama for setting the economy pic.twitter.com/ITJMbt6ulD"||||"1008344860728815616"|https://twitter.com/Bennythesnitch/status/1008344860728815616
Keller_B|2018-06-17 15:43|0|0|"They're a rounding error on the Defense budget, sir. Surely, as a "businessman" you understand that, right?"||||"1008344302232178688"|https://twitter.com/Keller_B/status/1008344302232178688
LarsGAndersen|2018-06-17 15:42|0|0|"Kahn had nothing to do with the cuts. In fact he raised the mayors budget for the met police by £110m for 2018. So in fact, he is trying to solve the problem, not create it"||||"1008344134501969920"|https://twitter.com/LarsGAndersen/status/1008344134501969920
AlbertKosol|2018-06-17 15:42|0|1|"And the budget is already set aside for it ..he says “saves a lot of money” dumb shit doesn’t know it’s already paid for in the budget it’s actually a waste of money..his family will somehow try to funnel the money to his pocket"||||"1008344091921395712"|https://twitter.com/AlbertKosol/status/1008344091921395712
Bennythesnitch|2018-06-17 15:38|0|1|"You can only ride @ BarackObama coat tails so long Donald Trump’s a lying spammer. When he tells you how great he made the economy he counts on your ignorance. With unemployment, GDP, stock market and the budget you should be thanking President Obama for setting the economy pic.twitter.com/6FrzWYDRUG"||@||"1008343225118015489"|https://twitter.com/Bennythesnitch/status/1008343225118015489
RhondaBarket|2018-06-17 15:37|0|33|"I’m sure that will be comforting to the 13yr olds mother. You can also explain to the victims why Trump’s budget slashed mental health services?"||||"1008342774444261377"|https://twitter.com/RhondaBarket/status/1008342774444261377
Strat57L|2018-06-17 15:36|0|0|"You make poor excuses for your failure! Plus why did we increase our military budget? You are an idiot and a liar! You have ZERO CREDIBILITY!"||||"1008342670140497921"|https://twitter.com/Strat57L/status/1008342670140497921
ThoJSch|2018-06-17 15:31|0|0|"How does @ realDonaldTrump square his effusive self-praise for boosting the military budget with calling military exercises "very expensive" - what does he think training and readiness money is spent on? https://twitter.com/realDonaldTrump/status/1008330598363090944 …"||@||"1008341250884464640"|https://twitter.com/ThoJSch/status/1008341250884464640
KestrelArts|2018-06-17 15:29|2|4|"He made a bad call on the budget already, lets hope he does better this time"||||"1008340954539945985"|https://twitter.com/KestrelArts/status/1008340954539945985
ccuspis|2018-06-17 15:29|0|0|"The military budget, military parade and the wall are also very expensive. When has money ever stopped you from solidifying National Security? I’m suspicious."||||"1008340830778806273"|https://twitter.com/ccuspis/status/1008340830778806273
bananaman3m|2018-06-17 15:28|0|0|"You didn’t give a crap about spending money when you approved the defense department budget, did you? Admit it, he backed you into a corner, didn’t he?"||||"1008340538754584577"|https://twitter.com/bananaman3m/status/1008340538754584577
zglmoo|2018-06-17 15:26|0|3|"Donald Trump is a liar. When he tells you how great he made the economy he counts on your ignorance. With unemployment, GDP, stock market and the budget you should be thanking President Obama for setting the economy straight. # factsmatter. @ BarryAycock @ agrichad @ khutchasonpic.twitter.com/XMzPt7PBLl"||@ @ @|#|"1008340118070013952"|https://twitter.com/zglmoo/status/1008340118070013952
Dee_Marketing|2018-06-17 15:26|0|0|"You just doubled the military budget. And military exercises don’t cost that much. You failed us with North Korea. pic.twitter.com/Oc3Xc6zCmh"||||"1008340091545243649"|https://twitter.com/Dee_Marketing/status/1008340091545243649
casabellasera|2018-06-17 15:25|0|0|"That’s exactly what Iran told Obama after he shipped them Billions in Cash in a night delivery without Congress who has control of budget and disbursement’s."||||"1008339783326633984"|https://twitter.com/casabellasera/status/1008339783326633984
usmcarmyalum|2018-06-17 15:21|0|0|"If that's the case why r u voting Democrat then they cut military raise taxes and blow up budget with projects and entitlements"||||"1008338933288198146"|https://twitter.com/usmcarmyalum/status/1008338933288198146
MoulderE|2018-06-17 15:21|0|0|"What a load of crap! Where is the extra 100b that you requested going? Are you going to cut the defense budget? You are responsible for the largest deficit run up in history? So much for trickle down! 2 bit conman Trump."||||"1008338862467403776"|https://twitter.com/MoulderE/status/1008338862467403776
timlink|2018-06-17 15:21|0|0|"All Kim wanted was a meeting and you gave it to him. You have legitimatized a dictator and stopped the readiness exercises keeping us on the raisers edge. You are fine spending over HALF our budget on military but would rather see them parade for you than prepare for an invasion."||||"1008338851474132993"|https://twitter.com/timlink/status/1008338851474132993
YouLookinStupid|2018-06-17 15:20|0|0|"And the money. You INCREASED the military budget, want an unnecessary military parade & fly back and forth to trump properties for golf. But your worried about spending money on military preparedness?"||||"1008338674097016833"|https://twitter.com/YouLookinStupid/status/1008338674097016833
MarkCla25888177|2018-06-17 15:17|0|0|"Jobs, shitty jobs, jobs that pay poverty wages, and a stock market that has been stuck at 24500 ever since your budget took over."||||"1008337902672236545"|https://twitter.com/MarkCla25888177/status/1008337902672236545
ChrisJZullo|2018-06-17 15:15|24|87|"Donald Trump’s a lying spammer. When he tells you how great he made the economy he counts on your ignorance. With unemployment, GDP, stock market and the budget you should be thanking President Obama for setting the economy straight, not kissing Trump’s ass # ThanksObamapic.twitter.com/70bVEhyw4r"|||#|"1008337362470998016"|https://twitter.com/ChrisJZullo/status/1008337362470998016
centeredbox|2018-06-17 15:15|0|0|"Ok so when you are pumping up the defense budget, planning a military parade, and have even in the past year threatened war, let’s save money by stopping something with an ally before we have real proof of a lowering threat level."||||"1008337261891588099"|https://twitter.com/centeredbox/status/1008337261891588099
WYSIWYG2017|2018-06-17 15:14|0|0|"A minimal part of the defense budget genius. You think that money is coming back to you?"||||"1008337042328244224"|https://twitter.com/WYSIWYG2017/status/1008337042328244224
ecu8385|2018-06-17 15:14|0|0|"The $700 billion military budget for 2018 included an additional $2 billion for the Missile Defense Agency, mainly to counter the growing threat fro North Korea. I think we can afford these exercises."||||"1008337009058963459"|https://twitter.com/ecu8385/status/1008337009058963459
dschwarz|2018-06-17 15:13|0|0|"You are an idiot. Did you ask our SK allies about this? They need the exercises to train their draftees. The cost to the US is miniscule compared to the overall military budget."||||"1008336710978195457"|https://twitter.com/dschwarz/status/1008336710978195457
Gwop01|2018-06-17 15:12|0|2|"Lol now they're expensive exercises not worth doing for a vulnerable ally in the region. Okay. For asswipes who seem to love inflated military budgets every year I'm baffled why you dont want us over there with close allies flexing our muscles"||||"1008336636759945216"|https://twitter.com/Gwop01/status/1008336636759945216
ScottLReedy2|2018-06-17 15:11|0|0|"Had you not been a 5 time draft dodging coward, you would know the importance of joint training exercises and you wouldn't be calling them war games, dumbass! Expense means nothing, its added to the budget already and it saves lives, TRAITOR!!! Restarting instead of continuing"||||"1008336344374968320"|https://twitter.com/ScottLReedy2/status/1008336344374968320
Medfordhouse|2018-06-17 15:08|0|0|"So we can cut the defense budget by the cost of the exercises?"||||"1008335623307055105"|https://twitter.com/Medfordhouse/status/1008335623307055105
stonebraker74|2018-06-17 15:07|0|0|"Your budget adds $1 Trillion per year on the Debt for our grandchildren...but you are trying to save on gas? Give me a break!"||||"1008335387515908097"|https://twitter.com/stonebraker74/status/1008335387515908097
scinacy|2018-06-17 15:04|0|0|"Pruitt is expensive. Your weekly golf expensive. Your Mar la go trips are expensive. Your adult children trips are expensive. Your court cases are expensive. Need more budget ideas??? National defense “ mr. military” is not expensive."||||"1008334639763779584"|https://twitter.com/scinacy/status/1008334639763779584
BlueMilkDrinker|2018-06-17 15:04|0|0|"Trump can literally sign a piece of paper in 10 seconds and stop the separation of children & parents at our border Instead he is using child torture as leverage to get his stupid, pointless wall built Use our budget, taxes, or even trade as leverage, not Children, you monster!"||||"1008334635007401985"|https://twitter.com/BlueMilkDrinker/status/1008334635007401985
wrizal|2018-06-17 15:03|0|0|"It's only a tiny fraction of the budget, and keeps our troops prepared. Yet, you stopped them without consulting our allies, and without getting something more tangible in return. Well, I guess you did get empty vague promises. You'd rather trust him then our allies."||||"1008334200544645122"|https://twitter.com/wrizal/status/1008334200544645122
CaryLaneNYC|2018-06-17 15:01|0|0|"Now, all of a sudden, you’re worried about the military budget?"||||"1008333722557517824"|https://twitter.com/CaryLaneNYC/status/1008333722557517824
penguinphilsofr|2018-06-17 15:00|1|2|"So you won't be bringing them home? Aren't these "war games" part of the military budget which you've already committed to? What happens to that money?"||||"1008333679112880129"|https://twitter.com/penguinphilsofr/status/1008333679112880129
ode2no1|2018-06-17 15:00|0|0|"Very expensive says they guy who boosted the budget... or did you skip reading that one too"||||"1008333655926870016"|https://twitter.com/ode2no1/status/1008333655926870016
cheryl_schuster|2018-06-17 14:58|0|0|"The military budget 700 billion cost of these training exercises are a insignificant speck in the cost of the budget. Well trained military in a time of crisis priceless?"||||"1008333088064266240"|https://twitter.com/cheryl_schuster/status/1008333088064266240
stonebraker74|2018-06-17 14:58|0|0|"Why are you cutting back on the military budget anyways?"||||"1008332955746521088"|https://twitter.com/stonebraker74/status/1008332955746521088
IjustHadToDoIt|2018-06-17 14:56|0|0|"So why did you increase the military budget, if you want to save money? And now this: Roger Stone did, actually, meet with a Russian https://www.washingtonpost.com/video/politics/roger-stone-did-actually-meet-with-a-russian/2018/06/17/5ba3e266-7229-11e8-bda1-18e53a448a14_video.html?utm_term=.d767b8e41486 …"||||"1008332629391872000"|https://twitter.com/IjustHadToDoIt/status/1008332629391872000
Soldier_Cynic|2018-06-17 14:56|0|0|"The # truth is the money was already allocated for the exercise so you saved nothing. Ask Mattis to explain military budgets. The # truth is the idea to stop the exercises came from Putin. The # truth is you cannot restart exercises immediately--ask Mattis to explain logistics."|||# # #|"1008332543190499328"|https://twitter.com/Soldier_Cynic/status/1008332543190499328
FredFriendly7|2018-06-17 14:55|0|0|"@ GOP @ DNC $1 billion out of the pentagon's $700 billion budget or .142% for military readiness in a highly volatile area seems pretty cheap. Let's try another excuse since this one is just more BS. pic.twitter.com/2cSSkrjFGI"||@ @||"1008332359329083392"|https://twitter.com/FredFriendly7/status/1008332359329083392
ghost76549|2018-06-17 14:54|0|0|"And yet here you are...not knowing how the DOD budget works. Cool story Zach."||||"1008332060593754112"|https://twitter.com/ghost76549/status/1008332060593754112
jprice720|2018-06-17 14:54|0|0|"Holding back or stopping are completely different concepts, plus using the NORKS “war games” terminology plays right into their hands. Your ploy of using “costs” as a reason is foolish especially since your defense budget is Yuge due to Congress vote. Played 4 a fool by NORKS!"||||"1008332034589249536"|https://twitter.com/jprice720/status/1008332034589249536
Krieg_Blackpaw|2018-06-17 14:54|0|2|"Yo... Coming from the Army, my last year in, we didn't have the budget for meat at the dining facility anymore so we had pb and j sandwiches... We need to rework the budget..."||||"1008331991488630786"|https://twitter.com/Krieg_Blackpaw/status/1008331991488630786
hoopflow1|2018-06-17 14:54|0|4|"Yet you boast about how much $$ you gave to our military in the budget. This is the ONE THING we need for national security for the entire region!! It's not just about NK! Thanks again for proving your lack of military service, and your ignorance on this! # VetsAgainstTrump"|||#|"1008331936249495552"|https://twitter.com/hoopflow1/status/1008331936249495552
TBosch101|2018-06-17 14:53|0|0|"Didn't you just increase the defence budget and increase the national debt yet you're worried about something being expensive"||||"1008331734440701953"|https://twitter.com/TBosch101/status/1008331734440701953
2_gryphon|2018-06-17 14:52|1|12|"And yet, you raised the budget for a military that is larger that the next 7 militaries in the world COMBINED by $700 BILLION dollars! Dude, just shut up."||||"1008331534296707072"|https://twitter.com/2_gryphon/status/1008331534296707072
TrollingDTrump|2018-06-17 14:52|0|0|"But YOU PUSHED SO HARD to beef up the "beautiful military" budget which RELIES on continual exercises in AsiaPac and other regions to make sure the world knows WHO'S BOSS. 70 years of successful history, LOST on @ realDonaldTrump. # DotardPOTUShttps://twitter.com/realDonaldTrump/status/1008330598363090944 …"||@|#|"1008331513941970944"|https://twitter.com/TrollingDTrump/status/1008331513941970944
EmptyWHPodium|2018-06-17 14:52|0|0|"YOU are concerned about expenses? Want to save costs? Leave AF1 in the hangar for a few weekends and give your Secret Service budget a rest by playing a little less golf. Oh, and about your $30+ million military parade, ...."||||"1008331440050798593"|https://twitter.com/EmptyWHPodium/status/1008331440050798593
CybersecRobert|2018-06-17 14:51|0|1|"War games is a movie from the 80s with Matthew Broderick. Not sure what its budget was nor why it matters now. You halted the mil exercises, because NoKo wanted it and you are a terrible negotiator."||||"1008331275197927424"|https://twitter.com/CybersecRobert/status/1008331275197927424
SteveARowell|2018-06-17 14:51|0|0|"How can you say anything regarding the military is expensive, then pass a massive budget AND criticize Democrats for not supporting the military?"||||"1008331269099458560"|https://twitter.com/SteveARowell/status/1008331269099458560
tjbogart33|2018-06-17 14:51|0|8|"We don't believe you. You increased the budget for the military but want them to train less?"||||"1008331213889605632"|https://twitter.com/tjbogart33/status/1008331213889605632
TheodenHumphrey|2018-06-17 14:51|0|0|"1. It's a huge concession 2. It undercuts our allies 3. It surprised our allies, which shows how unreliable you have made our country 4. It's defined and verifiable, unlike anything Kim promised. 5. If you're worried about the cost of the military, why did you sign the budget?"||||"1008331205429751808"|https://twitter.com/TheodenHumphrey/status/1008331205429751808
JreChz|2018-06-17 14:50|0|0|"So that means a reduction in the defense budget, right?"||||"1008330945781518336"|https://twitter.com/JreChz/status/1008330945781518336
revolutionaryaf|2018-06-17 14:49|0|0|"Military training and readiness are no longer important in the # MAGA era. Does that mean we’re trimming the defense budget?"|||#|"1008330889464606722"|https://twitter.com/revolutionaryaf/status/1008330889464606722
MarLado|2018-06-17 14:47|0|0|"To continue operating within budget, without interruption, they won't hire "outside the box." The "box" being "immigrants only" employees. To incorporate Americans who speak English-only as new hires, the system has to re-organize. 2/"||||"1008330367940493314"|https://twitter.com/MarLado/status/1008330367940493314
BartonFairfax|2018-06-17 14:39|0|0|"For Chuck Schumer, only obstruction is success. He and the Russians work full time to obstruct the Federal Government — budgets, confirmations, border security, anything else that would make the country more successful."||||"1008328269245091840"|https://twitter.com/BartonFairfax/status/1008328269245091840
RawStory|2018-06-17 14:20|9|10|"The White House said on Saturday that President Donald Trump will pick Kathy Kraninger, an Office of Management and Budget (OMB) official, to head the U.S. consumer watchdog. https://www.rawstory.com/2018/06/trumps-consumer-watchdog-pick-draws-criticism-left-right/ …"||||"1008323394612408321"|https://twitter.com/RawStory/status/1008323394612408321
maveneer13|2018-06-17 14:10|0|0|"Make sure that you don’t forget to send Chucks FAKE cheque - you know how easy you forget to pay once you have what you want! ps there are lots of kids budgets or Veteran services budgets you can steal from - EVERYONE knows your own money won’t be involved! UNHINGED! SAD! # MAGAt"|||#|"1008320919952068616"|https://twitter.com/maveneer13/status/1008320919952068616
mmctec|2018-06-17 14:06|0|1|"What are you talking about, school food? Blame your city, not the former First Lady. Your town controls what is fed to school kids. Read your town budget & lobby to improve school lunches. Don't blame someone who has no control over YOUR town. Dimwit."||||"1008319894633398272"|https://twitter.com/mmctec/status/1008319894633398272
USPatriot01810|2018-06-17 14:05|0|0|"@ realDonaldTrump DON'T LET RYAN BAMBOOZLE YOU AS HE DID WITH THAT BLOATED TRILLION DOLLAR BUDGET. HIS GOAL IS TO GIVE MILLIONS OF ILLEGALS AMNESTY: http://www.breitbart.com/big-government/2018/06/16/paul-ryans-amnesty-to-increase-number-of-anchor-babies-on-welfare/ …"||@||"1008319759610531840"|https://twitter.com/USPatriot01810/status/1008319759610531840
ViagrashandExli|2018-06-17 13:56|0|0|"Despite fears that the federal government would drastically cut support to after-school and summer programs, the budget agreement recently signed by President Donald Trump includes $1.21 billion in funding, which will provide thousands of children in high-poverty ..."||||"1008317519961231360"|https://twitter.com/ViagrashandExli/status/1008317519961231360
esoj1212|2018-06-17 13:28|0|0|"Gas up over a dollar more a gallon, Trump signs 2 trillion dollar budget AND too stupid to realize WALL not funded, now prices about to skyrocket as trade war begins, I can't afford all this winning"||||"1008310470204420097"|https://twitter.com/esoj1212/status/1008310470204420097
ChrisJZullo|2018-06-17 13:28|287|492|"Donald Trump’s a lying spammer. When he tells you how great he made the economy he counts on your ignorance. With unemployment, GDP, stock market and the budget you should be thanking President Obama for setting the economy straight, not kissing Trump’s ass # SundayMorningpic.twitter.com/k8OieEYSRZ"|||#|"1008310437136470016"|https://twitter.com/ChrisJZullo/status/1008310437136470016
dennis_mistler|2018-06-17 13:11|0|0|"@ realDonaldTrump "The party of free trade has gone protectionist. The party of spreading freedom and never negotiating with dictators is now full of praise for chumming it up with KJU. The party of fighting deficits has blown a trillion-dollar hole in the budget." Politico"||@||"1008306103246118912"|https://twitter.com/dennis_mistler/status/1008306103246118912
SpikeCH22|2018-06-17 13:04|0|0|"Looks like the bot budget got slashed this year."||||"1008304310688649216"|https://twitter.com/SpikeCH22/status/1008304310688649216
risada20041|2018-06-17 12:36|0|2|"Least working potus. http://www.whitehouse.gov/1600daily . Potus schedule published by the WH. Doesn't go to church & doesn't know anything about the bible. Has no regard for the constitution & things he is doing are being upheld in the courts. Cut $460M from budget for housing for vets."||||"1008297375067136000"|https://twitter.com/risada20041/status/1008297375067136000
fla92730418|2018-06-17 12:20|0|0|"@ realDonaldTrump Don't fall for a bad rope-a-dope amnesty bill. The RINOS are trying to trick you. You can't trust Ryan. Remember the budget? I support an immigration deal, but no full border wall funding, that's appropriated then no deal."||@||"1008293353614643201"|https://twitter.com/fla92730418/status/1008293353614643201
Jez_57|2018-06-17 12:04|0|0|"Great news! Another huge step towards world peace. How great is this President, if you’re not fully behind him by now you must be stupid! This man is saving the world from Satanic evil, he’s saving the world for our kids. A real life Superhero. @ realDonaldTrump"||@||"1008289297978576897"|https://twitter.com/Jez_57/status/1008289297978576897
maryampanahi8|2018-06-17 11:54|4|6|"If the war budget is created for the Mujahideen, Iran will definitely fall apart. Because the Mojahedin will not have enough people power to take control of the country. # Restart_Opposition # Iranians_Hate_PMOI_IR # ری_استارت_تنها_راه_نجات # ری_استارت @ realDonaldTrump @ SecPompeo"||@ @|# # # #|"1008286777390649344"|https://twitter.com/maryampanahi8/status/1008286777390649344
theonlytyke|2018-06-17 11:49|0|0|"@ FBI Shame you people did what you did. You should be reduced in budget by what the special investigation had cost the Tax Payer. What do you think of my justice? @ realDonaldTrump"||@ @||"1008285434462470145"|https://twitter.com/theonlytyke/status/1008285434462470145
wsubrady27|2018-06-17 11:45|0|0|"Clinton's surplus was kind of a slanted number, but he basically did have a balanced budget for a few years. Unthinkable now lol."||||"1008284602283089920"|https://twitter.com/wsubrady27/status/1008284602283089920
LouisGolia|2018-06-17 10:31|0|0|"@ realDonaldTrump you must declare America’s national security is at risk from our southern border & u will borrow $25 billion from this yrs military budget. You have every right to take this action. @ MariaBartiromo You won on immigration let’s not forget that.God bless @ POTUS"||@ @ @||"1008265960866963456"|https://twitter.com/LouisGolia/status/1008265960866963456
MohammadiRashid|2018-06-17 10:27|1|3|"U.S. President Donald # Trump authorizes $6.6 million aid budget for the White Helmets to continue their efforts in # Syria. # IranOutOfSyria # IRGCTerroristspic.twitter.com/qQto1nuotT"|||# # # #|"1008264879273332736"|https://twitter.com/MohammadiRashid/status/1008264879273332736
BillytheKat|2018-06-17 10:19|0|1|"Really, the good economy is based on things Obama did to save us from a near depression and the Feds action. Hillary would have given us balanced budgets."||||"1008262750009790464"|https://twitter.com/BillytheKat/status/1008262750009790464
Ocala200|2018-06-17 10:18|0|2|"@ realDonaldTrump @ SpeakerRyan “But I say to Congress, I will never sign another bill like this again. I’m not going to do it again,” said Commander-in-Chief. 2018-03-23. Keep your word. We want ALL these terms return for # DACA No funny stuff like budget. @ LouDobbs @ RealJamesWoodshttps://twitter.com/Ocala200/status/1008254290249551872 …"||@ @ @ @|#|"1008262549530390528"|https://twitter.com/Ocala200/status/1008262549530390528
wsubrady27|2018-06-17 09:36|0|0|"Budget: addressed in other responses Stock market: Everyone breaks new records, previously addressed the constant climb for years Exp. treatment: Sure. Even though you could apply for them already. Regulations: under regulation caused the recession, so yea, smart"||||"1008252050042261505"|https://twitter.com/wsubrady27/status/1008252050042261505
wsubrady27|2018-06-17 09:26|0|0|"You sure you know how budgets work? Tell me how decreasing income and increasing expense works for your budget lol? pic.twitter.com/WsPU2ZSfqo"||||"1008249509657260033"|https://twitter.com/wsubrady27/status/1008249509657260033
DonovanKennedy8|2018-06-17 09:20|0|0|"The budget, 20% corporate tax. Stock market since when broke records. Once money flows now trade deals revisited. Right to use experimental treatment. Easing of over regulations. No more mandatory insurance, charging the middle-class."||||"1008248087213572097"|https://twitter.com/DonovanKennedy8/status/1008248087213572097
Don8Please|2018-06-17 09:16|0|0|"@ realDonaldTrump. They Should have Trump build it! So that it comes in under budget and on time! Work related to Obama Presidential Center to cost Illinois taxpayers nearly $200 million. http://www.foxnews.com/politics/2018/06/16/obama-presidential-center-to-cost-taxpayers-nearly-200m-report.html … Shared from my Google feed"||@||"1008247023168942081"|https://twitter.com/Don8Please/status/1008247023168942081
IthacaDowning|2018-06-17 09:16|0|0|"FYI The rebuilding comes after the bombing. And, we do not "have more resources now than ever". After the tax bill was signed, the GOP-controlled Congress agreed to increase federal spending and the budget deficit by another $130 billion or so. And......."||||"1008246998821195776"|https://twitter.com/IthacaDowning/status/1008246998821195776
ketsuaru|2018-06-17 09:07|0|0|"Trump's consumer watchdog pick draws criticism from left and right WASHINGTON (Reuters) - The White House said on Saturday that President Donald Trump will pick Kathy Kraninger, an Office of Management and Budget (OMB) official, to head the U.S. consumer… https://ift.tt/2tf4asv"||||"1008244670743367682"|https://twitter.com/ketsuaru/status/1008244670743367682
dude_amsterdam|2018-06-17 09:05|0|0|"How can anybody with a little bit of brain support a president who uses children as leverage on budget proposals. Disgusting Boko Haram methods."||||"1008244216114360320"|https://twitter.com/dude_amsterdam/status/1008244216114360320
Pamela09479370|2018-06-17 09:04|0|0|"Hanging people, separating children from their families, 21trillion budget...you will be seen as the most horrific president ever!"||||"1008243946827517957"|https://twitter.com/Pamela09479370/status/1008243946827517957
LarsGAndersen|2018-06-17 08:49|0|0|"And of course you have read everything there is to know about police budget cuts in London? If not, you should"||||"1008240279193780224"|https://twitter.com/LarsGAndersen/status/1008240279193780224
StacyRippy|2018-06-17 08:28|0|0|"First federal budget July 1789 wow! Perspective. @ realDonaldTrump @ SenTedCruz @ SenMikeLeepic.twitter.com/6AgNCK5Z0W"||@ @ @||"1008234956634705920"|https://twitter.com/StacyRippy/status/1008234956634705920
TrutherTracy|2018-06-17 07:58|0|1|"Over 21 trillion dollars in debt A military budget of over 700 billion for imaginary terrorism & Trump is requesting more! Do the math economy is not looking so good"||||"1008227283310727168"|https://twitter.com/TrutherTracy/status/1008227283310727168
FOX19|2018-06-17 07:57|0|1|"President Donald Trump intends to nominate an associate director at the Office of Management and Budget, Kathy Kraninger, to lead the government's consumer watchdog agency. https://bit.ly/2JTH4Cd pic.twitter.com/zJstpGZ4HW"||||"1008226987280920576"|https://twitter.com/FOX19/status/1008226987280920576
DeanieB123|2018-06-17 07:35|2|5|"Donald Trump promised to pass a DACA bill with democratic support the rescinded that promise. Now he is holding children hostage for border wall funding(that MX was supposed to pay for) that republicans failed to put into a budget. # LegacyOfShame # KeepFamiliesTogetherAct"|||# #|"1008221688159449088"|https://twitter.com/DeanieB123/status/1008221688159449088
srbija_eu|2018-06-17 07:25|0|0|"U.S. President Donald Trump plans to nominate Kathy Kraninger, associate director of the Office of Management and Budget, to head the Consumer Financial Protection Bureau, which seeks to prevent financial abuses to consumers. pic.twitter.com/3aaKgXdHQX"||||"1008218937857896448"|https://twitter.com/srbija_eu/status/1008218937857896448
kinzerstraw|2018-06-17 06:54|0|0|"Democrats have also been good at balancing budgets, protecting the environment, and caring for those that cannot care for themselves. They've also ended terrorists lives, ended WW1 and WW2, and pushed to put a man on the moon."||||"1008211249476329472"|https://twitter.com/kinzerstraw/status/1008211249476329472
fastrxsocial|2018-06-17 06:47|0|0|"If you noticed the president's plan has been to build up the military to size up north korea (along with other things - russia, china, and middle east). if the military budget didn't pass then it would of sent the wrong signal to north korea (weakness). he needed the budget"||||"1008209450711289856"|https://twitter.com/fastrxsocial/status/1008209450711289856
allenmbw|2018-06-17 06:00|0|0|"I thought Mexico was going to pay for the wall?!? Why should it be in our budget at all?! I’m confused."||||"1008197547834462208"|https://twitter.com/allenmbw/status/1008197547834462208
JRRobinson6|2018-06-17 05:32|0|0|"What budget is this coming out of? Can the funding be shut down?"||||"1008190698007523328"|https://twitter.com/JRRobinson6/status/1008190698007523328
ConcernedinPV|2018-06-17 05:23|1|1|"It wouldn’t take an EO. He just has to reverse his OWN policy. He’s holding these kids hostage for his border wall. He did the same thing with the CHIP program for the budget. If you can’t see that, I’m not surprised you think “he saved America”. He didn’t. He’s destroying it. pic.twitter.com/oK98HEhKtl"||||"1008188348874178560"|https://twitter.com/ConcernedinPV/status/1008188348874178560
FrankCarfora|2018-06-17 05:12|1|4|"Mexico isn't paying for the wall, we are. announced in recent budget. congress allotted over 1.6 billion for the stupid thing. oh never mind. facts don't matter to you anyway."||||"1008185536434098176"|https://twitter.com/FrankCarfora/status/1008185536434098176
ROYUZZLE|2018-06-17 05:10|0|0|"Good then we won't need that increase in the defense budget you were asking for."||||"1008185195533651969"|https://twitter.com/ROYUZZLE/status/1008185195533651969
XOofXOs|2018-06-17 04:56|0|0|"Well, yes, I am white, but I’m reasonably intelligent. Not sure what that has to do with budget Tammi Lauren’s Snapchat musings, though."||||"1008181488003833856"|https://twitter.com/XOofXOs/status/1008181488003833856
realtomzinn|2018-06-17 04:31|0|0|"Newsflash, Shaun. Whose policies brought us 9/11 9 months after he left office after having gutted our military for 8 years to “balance the budget?” Your buddy Billy set us up for the attacks, hence Bush getting wrangled into a double war response, which he put on a credit card."||||"1008175349769932800"|https://twitter.com/realtomzinn/status/1008175349769932800
cfcpac|2018-06-17 04:26|0|0|"# Trump’s consumer watchdog pick draws criticism from left and right: WASHINGTON (Reuters) - The White House said on Saturday that President Donald # Trump will pick Kathy Kraninger, an Office of Management and Budget (OMB) official, to head the U.S.… http://dlvr.it/QXY2f7"|||# #|"1008173911693856768"|https://twitter.com/cfcpac/status/1008173911693856768
ITTennessee|2018-06-17 04:20|0|0|"Trump picks new CFPB head: President Donald Trump plans to nominate Office of Management and Budget official Kathy Kraninger to head the Consumer Financial Protection Bureau, the White House announced Saturday. http://tw.eet.link/QXY1vV pic.twitter.com/76NxmMOIIK"||||"1008172398586105857"|https://twitter.com/ITTennessee/status/1008172398586105857
DaveWallaceUS|2018-06-17 04:13|11|18|"@ POTUS Do not allow the Many Never Trumper’s to do to you with Immigration what they did to you on the Budget! We will support You if you reject a bad deal! Many avid Trumpsters will throw in the towel if you fail to meet the promise you made to the AMERICAN people. # NoAmnesty"||@|#|"1008170685334728704"|https://twitter.com/DaveWallaceUS/status/1008170685334728704
RealPro4Real|2018-06-17 04:01|4|4|"It's time to quit the UN and cut the useless UN budget! – US expected to withdraw from UN Human Rights Council: report http://thehill.com/policy/international/392418-us-expected-to-withdraw-from-un-human-rights-council-report … # MAGA # MAGA2018 # MAGA2020 @ realDonaldTrump @ POTUS @ DonaldJTrumpJr @ DrLisaCoaching"||@ @ @ @|# # #|"1008167795274612737"|https://twitter.com/RealPro4Real/status/1008167795274612737
